+------------------------------------------+----------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+-----------------------------+-------------------------------------------------------+-----------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                        |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                      |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                   |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                      |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                       |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                      |
+------------------------------------------+----------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+-----------------------------+-------------------------------------------------------+-----------------------------------------------------------+
| Mod name                                 | Registry name                                      | Item ID | Meta/dmg | Subtypes | Display name                                                 | Tool classes                | Harvest levels                                        | Ore Dict keys                                             |
| Better Animals Plus                      | betteranimalsplus:crab_meat_cooked                 |    5316 |        0 |    false | Cooked Crab Meat                                             |                             |                                                       | listAllfishcooked                                         |
| Better Animals Plus                      | betteranimalsplus:crab_meat_raw                    |    5315 |        0 |    false | Raw Crab Meat                                                |                             |                                                       | listAllfishraw                                            |
| Better Animals Plus                      | betteranimalsplus:deerhead                         |    5271 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:deerhead_1                       |    5272 |        0 |    false | Deer Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:deerhead_2                       |    5273 |        0 |    false | Deer Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:deerhead_3                       |    5274 |        0 |    false | Deer Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:deerhead_4                       |    5275 |        0 |    false | Deer Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:eel_meat_cooked                  |    5326 |        0 |    false | Cooked Eel Meat                                              |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:eel_meat_raw                     |    5325 |        0 |    false | Raw Eel Meat                                                 |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:foxhead                          |    5257 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:foxhead_1                        |    5258 |        0 |    false | Fox Head                                                     |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:foxhead_2                        |    5259 |        0 |    false | Fox Head                                                     |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:foxhead_3                        |    5260 |        0 |    false | Fox Head                                                     |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:foxhead_4                        |    5261 |        0 |    false | Fox Head                                                     |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:fried_egg                        |    5327 |        0 |    false | Fried Egg                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:goatcheese                       |    5294 |        0 |    false | Goat Cheese                                                  |                             |                                                       | foodCheese,foodGoatCheese                                 |
| Better Animals Plus                      | betteranimalsplus:goatmilk                         |    5293 |        0 |    false | Goat Milk                                                    |                             |                                                       | foodGoatMilk,listAllGoatMilk,listAllMilk                  |
| Better Animals Plus                      | betteranimalsplus:golden_goose_egg                 |    5322 |        0 |    false | Golden Goose Egg                                             |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:goose_egg                        |    5321 |        0 |    false | Goose Egg                                                    |                             |                                                       | egg,eggCookable,foodEgg,listAllEgg,listAllegg             |
| Better Animals Plus                      | betteranimalsplus:handoffate                       |    5337 |        0 |    false | Hand Of Fate                                                 |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:hirschgeistskull                 |    5286 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:hirschgeistskull_1               |    5287 |        0 |    false | Hirschgeist Skull                                            |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:hirschgeistskullwearable         |    5290 |        0 |    false | Wearable Hirschgeist Skull                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:moosehead                        |    5281 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:moosehead_1                      |    5282 |        0 |    false | Moose Head                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:moosehead_2                      |    5283 |        0 |    false | Moose Head                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:moosehead_3                      |    5284 |        0 |    false | Moose Head                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:moosehead_4                      |    5285 |        0 |    false | Moose Head                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:pheasant_egg                     |    5319 |        0 |    false | Pheasant Egg                                                 |                             |                                                       | egg,eggCookable,foodEgg,listAllEgg,listAllegg             |
| Better Animals Plus                      | betteranimalsplus:pheasantcooked                   |    5296 |        0 |    false | Cooked Pheasant                                              |                             |                                                       | listAllmeatcooked                                         |
| Better Animals Plus                      | betteranimalsplus:pheasantraw                      |    5295 |        0 |    false | Raw Pheasant                                                 |                             |                                                       | listAllmeatraw                                            |
| Better Animals Plus                      | betteranimalsplus:record_crab_rave                 |    5317 |        0 |    false | Music Disc                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:record_walrus                    |    5318 |        0 |    false | Music Disc                                                   |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:reindeerhead                     |    5276 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:reindeerhead_1                   |    5277 |        0 |    false | Reindeer Head                                                |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:reindeerhead_2                   |    5278 |        0 |    false | Reindeer Head                                                |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:reindeerhead_3                   |    5279 |        0 |    false | Reindeer Head                                                |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:reindeerhead_4                   |    5280 |        0 |    false | Reindeer Head                                                |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:trillium                         |    5336 |        0 |    false | Trillium                                                     |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:turkey_cooked                    |    5339 |        0 |    false | Cooked Turkey                                                |                             |                                                       | listAllmeatcooked                                         |
| Better Animals Plus                      | betteranimalsplus:turkey_egg                       |    5320 |        0 |    false | Turkey Egg                                                   |                             |                                                       | egg,eggCookable,foodEgg,listAllEgg,listAllegg             |
| Better Animals Plus                      | betteranimalsplus:turkey_leg_cooked                |    5324 |        0 |    false | Cooked Turkey Leg                                            |                             |                                                       | listAllmeatcooked                                         |
| Better Animals Plus                      | betteranimalsplus:turkey_leg_raw                   |    5323 |        0 |    false | Raw Turkey Leg                                               |                             |                                                       | listAllmeatraw                                            |
| Better Animals Plus                      | betteranimalsplus:turkey_raw                       |    5338 |        0 |    false | Raw Turkey                                                   |                             |                                                       | listAllmeatraw                                            |
| Better Animals Plus                      | betteranimalsplus:venisoncooked                    |    5289 |        0 |    false | Cooked Venison                                               |                             |                                                       | foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked  |
| Better Animals Plus                      | betteranimalsplus:venisonraw                       |    5288 |        0 |    false | Raw Venison                                                  |                             |                                                       | foodVenisonraw,listAllmeatraw,listAllvenisonraw           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_arctic                 |    5306 |        0 |    false | Wolf Cape (Arctic)                                           |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_black                  |    5305 |        0 |    false | Wolf Cape (Black)                                            |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_brown                  |    5307 |        0 |    false | Wolf Cape (Brown)                                            |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_classic                |    5303 |        0 |    false | Wolf Cape (Classic)                                          |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_red                    |    5308 |        0 |    false | Wolf Cape (Red)                                              |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_cape_timber                 |    5304 |        0 |    false | Wolf Cape (Timber)                                           |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_arctic                 |    5300 |        0 |    false | Arctic Wolf Pelt                                             |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_black                  |    5299 |        0 |    false | Black Wolf Pelt                                              |                             |                                                       | peltWolf                                                  |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_brown                  |    5301 |        0 |    false | Brown Wolf Pelt                                              |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_red                    |    5302 |        0 |    false | Red Wolf Pelt                                                |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_snowy                  |    5297 |        0 |    false | Snowy Wolf Pelt                                              |                             |                                                       | peltWolf                                                  |
| Better Animals Plus                      | betteranimalsplus:wolf_pelt_timber                 |    5298 |        0 |    false | Timber Wolf Pelt                                             |                             |                                                       | peltWolf                                                  |
| Better Animals Plus                      | betteranimalsplus:wolfhead                         |    5248 |        0 |    false | item.null.name                                               |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_1                       |    5249 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_2                       |    5250 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_3                       |    5251 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_4                       |    5252 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_5                       |    5253 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Animals Plus                      | betteranimalsplus:wolfhead_6                       |    5254 |        0 |    false | Wolf Head                                                    |                             |                                                       |                                                           |
| Better Compass                           | bettercompass:homing_compass                       |    4780 |        0 |    false | Homing compass                                               |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:cropvacuum                          |    4571 |        0 |    false | Crop Vacuum                                                  |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_128                        |    4577 |        0 |    false | Emerald Soil                                                 |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_16                         |    4574 |        0 |    false | Iron Soil                                                    |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_2                          |    4572 |        0 |    false | Base Soil                                                    |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_256                        |    4578 |        0 |    false | Nether Star Soil                                             |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_32                         |    4575 |        0 |    false | Gold Soil                                                    |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_64                         |    4576 |        0 |    false | Diamond Soil                                                 |                             |                                                       |                                                           |
| Better Farmland                          | betterfarmland:farmland_8                          |    4573 |        0 |    false | Stone Soil                                                   |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        0 |     true | Chopping Block                                               |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        1 |     true | Bloodied Chopping Block                                      |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        2 |     true | Hardened Nether Sludge                                       |                             |                                                       | blockHardenedNetherClay                                   |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        3 |     true | Concentrated Hellfire Block                                  |                             |                                                       | blockConcentratedHellfire,blockHellfire,listAllExplosives |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        4 |     true | Rope Block                                                   |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        5 |     true | Flint Block                                                  |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        6 |     true | White Stone                                                  |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        7 |     true | White Cobble                                                 |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        8 |     true | Ender Block                                                  |                             |                                                       | blockEnder                                                |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |        9 |     true | Block of Padding                                             |                             |                                                       | blockPadding                                              |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |       10 |     true | Block of Soap                                                |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |       11 |     true | Block of Dung                                                |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |       12 |     true | Block of Wicker                                              |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:aesthetic                           |    4628 |       13 |     true | Block of Nethercoal                                          |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:anchor                              |    4605 |        0 |    false | Anchor                                                       |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:apple_pie                           |    4718 |        0 |    false | Apple Pie                                                    |                             |                                                       |                                                           |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
| Better With Mods                         | betterwithmods:arcane_scroll                       |    4724 |        0 |     true | Arcane Scroll                                                |                             |                                                       | scroll                                                    |
